hr;weekdays;cnt
5;Samstag;110
6;Samstag;160
7;Samstag;397
8;Samstag;703
9;Samstag;1300
10;Samstag;1813
11;Samstag;2383
12;Samstag;2954
13;Samstag;3437
14;Samstag;3525
15;Samstag;3781
16;Samstag;3935
17;Samstag;3904
18;Samstag;3544
19;Samstag;3178
20;Samstag;2285
21;Samstag;1418
22;Samstag;1212
23;Samstag;1062
0;Sonntag;823
1;Sonntag;575
2;Sonntag;372
3;Sonntag;307
4;Sonntag;187
5;Sonntag;157
6;Sonntag;160
7;Sonntag;262
8;Sonntag;524
9;Sonntag;990
10;Sonntag;1836
11;Sonntag;2394
12;Sonntag;3066
13;Sonntag;3469
14;Sonntag;3817
15;Sonntag;4097
16;Sonntag;4101
17;Sonntag;3982
18;Sonntag;4097
19;Sonntag;3296
20;Sonntag;2289
21;Sonntag;1496
22;Sonntag;952
23;Sonntag;599
0;Montag;392
1;Montag;208
2;Montag;121
3;Montag;98
4;Montag;72
5;Montag;152
6;Montag;761
7;Montag;2268
8;Montag;4312
9;Montag;2280
10;Montag;1350
11;Montag;1373
12;Montag;1781
13;Montag;1926
14;Montag;1828
15;Montag;2099
16;Montag;2948
17;Montag;5186
18;Montag;5001
19;Montag;3011
20;Montag;1886
22;Montag;778
23;Montag;405
0;Dienstag;241
1;Dienstag;135
2;Dienstag;73
3;Dienstag;45
4;Dienstag;71
5;Dienstag;124
6;Dienstag;795
7;Dienstag;2452
8;Dienstag;4715
9;Dienstag;2322
10;Dienstag;1300
11;Dienstag;1264
12;Dienstag;1668
13;Dienstag;1754
14;Dienstag;1873
15;Dienstag;2017
16;Dienstag;2687
17;Dienstag;4775
18;Dienstag;4719
19;Dienstag;2975
20;Dienstag;1737
21;Dienstag;1169
0;Mittwoch;289
1;Mittwoch;169
2;Mittwoch;89
3;Mittwoch;67
4;Mittwoch;66
5;Mittwoch;129
6;Mittwoch;761
7;Mittwoch;2471
8;Mittwoch;4667
9;Mittwoch;2429
10;Mittwoch;1373
11;Mittwoch;1411
12;Mittwoch;1797
13;Mittwoch;1940
14;Mittwoch;1807
15;Mittwoch;2048
16;Mittwoch;2666
17;Mittwoch;5016
18;Mittwoch;5038
19;Mittwoch;3176
20;Mittwoch;2032
21;Mittwoch;1348
22;Mittwoch;962
23;Mittwoch;688
0;Donnerstag;353
1;Donnerstag;190
2;Donnerstag;90
3;Donnerstag;76
4;Donnerstag;75
5;Donnerstag;161
6;Donnerstag;717
7;Donnerstag;2332
8;Donnerstag;4533
9;Donnerstag;2427
10;Donnerstag;1256
11;Donnerstag;1360
12;Donnerstag;1689
13;Donnerstag;1808
14;Donnerstag;1771
15;Donnerstag;1828
16;Donnerstag;2506
17;Donnerstag;4391
18;Donnerstag;4272
19;Donnerstag;2643
20;Donnerstag;1787
21;Donnerstag;1137
22;Donnerstag;898
23;Donnerstag;683
0;Freitag;389
1;Freitag;241
2;Freitag;175
3;Freitag;74
4;Freitag;100
5;Freitag;156
6;Freitag;627
7;Freitag;1771
8;Freitag;2624
9;Freitag;1545
10;Freitag;844
11;Freitag;641
12;Freitag;952
13;Freitag;802
14;Freitag;1055
15;Freitag;1251
16;Freitag;1350
17;Freitag;2928
18;Freitag;2726
19;Freitag;1892
20;Freitag;1233
21;Freitag;837
22;Freitag;735
23;Freitag;645
0;Samstag;522
1;Samstag;381
2;Samstag;287
3;Samstag;200
4;Samstag;141
5;Samstag;94
6;Samstag;168
7;Samstag;326
8;Samstag;563
9;Samstag;716
10;Samstag;749
11;Samstag;1501
12;Samstag;1987
13;Samstag;2368
14;Samstag;2508
15;Samstag;2523
16;Samstag;2100
17;Samstag;2294
18;Samstag;1763
19;Samstag;919
20;Samstag;541
21;Samstag;564
22;Samstag;557
23;Samstag;599
0;Sonntag;512
1;Sonntag;354
2;Sonntag;262
3;Sonntag;198
4;Sonntag;146
5;Sonntag;106
6;Sonntag;134
7;Sonntag;208
8;Sonntag;406
9;Sonntag;830
10;Sonntag;1438
11;Sonntag;1890
12;Sonntag;2281
13;Sonntag;2628
14;Sonntag;2810
15;Sonntag;2797
16;Sonntag;2906
17;Sonntag;2770
18;Sonntag;2106
19;Sonntag;1036
20;Sonntag;803
21;Sonntag;710
22;Sonntag;492
23;Sonntag;396
0;Montag;259
1;Montag;173
2;Montag;106
3;Montag;46
4;Montag;72
5;Montag;154
6;Montag;645
7;Montag;1821
8;Montag;3900
9;Montag;1999
10;Montag;1053
11;Montag;1163
12;Montag;1456
13;Montag;1535
14;Montag;1650
15;Montag;1792
16;Montag;2454
17;Montag;4567
18;Montag;4475
19;Montag;2644
20;Montag;1545
21;Montag;933
22;Montag;716
23;Montag;535
0;Dienstag;230
1;Dienstag;201
2;Dienstag;97
3;Dienstag;65
4;Dienstag;83
5;Dienstag;146
6;Dienstag;858
7;Dienstag;2544
8;Dienstag;4634
9;Dienstag;2258
10;Dienstag;1301
11;Dienstag;1276
12;Dienstag;1734
13;Dienstag;1824
14;Dienstag;1890
15;Dienstag;2102
16;Dienstag;2712
17;Dienstag;5008
18;Dienstag;4957
19;Dienstag;2961
20;Dienstag;2052
21;Dienstag;1387
22;Dienstag;1045
23;Dienstag;695
0;Mittwoch;123
1;Mittwoch;204
2;Mittwoch;102
3;Mittwoch;60
4;Mittwoch;71
5;Mittwoch;153
6;Mittwoch;879
7;Mittwoch;2508
8;Mittwoch;4591
9;Mittwoch;2376
10;Mittwoch;1273
11;Mittwoch;1342
12;Mittwoch;1687
13;Mittwoch;1796
14;Mittwoch;1788
15;Mittwoch;1887
16;Mittwoch;2727
17;Mittwoch;4984
18;Mittwoch;4916
19;Mittwoch;2922
20;Mittwoch;1559
21;Mittwoch;1153
22;Mittwoch;926
23;Mittwoch;637
0;Donnerstag;323
1;Donnerstag;222
2;Donnerstag;146
3;Donnerstag;90
4;Donnerstag;106
5;Donnerstag;143
6;Donnerstag;786
7;Donnerstag;2364
8;Donnerstag;4341
9;Donnerstag;2303
10;Donnerstag;1173
11;Donnerstag;1223
12;Donnerstag;1613
13;Donnerstag;1560
14;Donnerstag;1614
15;Donnerstag;1826
16;Donnerstag;2378
17;Donnerstag;4306
18;Donnerstag;4238
19;Donnerstag;2628
20;Donnerstag;1648
21;Donnerstag;1132
22;Donnerstag;922
23;Donnerstag;657
0;Freitag;320
1;Freitag;158
2;Freitag;122
3;Freitag;81
4;Freitag;72
5;Freitag;154
6;Freitag;647
7;Freitag;1842
8;Freitag;3734
9;Freitag;2117
10;Freitag;1362
11;Freitag;1424
12;Freitag;1848
13;Freitag;1968
14;Freitag;1932
15;Freitag;2247
16;Freitag;2895
17;Freitag;4186
18;Freitag;3453
19;Freitag;2447
20;Freitag;1634
21;Freitag;1199
22;Freitag;1040
23;Freitag;815
0;Samstag;631
1;Samstag;542
2;Samstag;349
3;Samstag;233
4;Samstag;161
5;Samstag;130
6;Samstag;160
7;Samstag;341
8;Samstag;581
9;Samstag;1026
10;Samstag;1485
11;Samstag;1816
12;Samstag;2301
13;Samstag;2431
14;Samstag;2533
15;Samstag;2641
16;Samstag;2822
17;Samstag;2834
18;Samstag;2565
19;Samstag;2192
20;Samstag;1478
21;Samstag;1158
22;Samstag;904
23;Samstag;874
0;Sonntag;775
1;Sonntag;566
2;Sonntag;386
3;Sonntag;297
4;Sonntag;206
5;Sonntag;147
6;Sonntag;146
7;Sonntag;237
8;Sonntag;442
9;Sonntag;741
10;Sonntag;1119
11;Sonntag;1449
12;Sonntag;1828
13;Sonntag;1492
14;Sonntag;1853
15;Sonntag;2119
16;Sonntag;2219
17;Sonntag;2042
18;Sonntag;2073
19;Sonntag;1777
20;Sonntag;1365
21;Sonntag;919
22;Sonntag;926
23;Sonntag;725
0;Montag;726
1;Montag;476
2;Montag;327
3;Montag;264
4;Montag;170
5;Montag;122
6;Montag;188
7;Montag;286
8;Montag;531
9;Montag;876
10;Montag;1440
11;Montag;1949
12;Montag;2464
13;Montag;2853
14;Montag;3100
15;Montag;3075
16;Montag;3090
17;Montag;3094
18;Montag;2802
19;Montag;2303
20;Montag;1540
21;Montag;1105
22;Montag;837
23;Montag;558
0;Dienstag;329
1;Dienstag;207
2;Dienstag;146
3;Dienstag;86
4;Dienstag;77
5;Dienstag;164
6;Dienstag;725
7;Dienstag;2276
8;Dienstag;4298
9;Dienstag;2030
10;Dienstag;1118
11;Dienstag;1297
12;Dienstag;1704
13;Dienstag;1802
14;Dienstag;1868
15;Dienstag;1895
16;Dienstag;2611
17;Dienstag;4889
18;Dienstag;4703
19;Dienstag;3006
20;Dienstag;1787
21;Dienstag;1124
22;Dienstag;817
23;Dienstag;514
0;Mittwoch;372
1;Mittwoch;221
2;Mittwoch;94
3;Mittwoch;84
4;Mittwoch;69
5;Mittwoch;143
6;Mittwoch;836
7;Mittwoch;2697
8;Mittwoch;4807
9;Mittwoch;2192
10;Mittwoch;1208
11;Mittwoch;1189
12;Mittwoch;1644
13;Mittwoch;1683
14;Mittwoch;1604
15;Mittwoch;1829
16;Mittwoch;2376
17;Mittwoch;4522
18;Mittwoch;4656
19;Mittwoch;2750
20;Mittwoch;1515
21;Mittwoch;1134
22;Mittwoch;853
23;Mittwoch;511
0;Donnerstag;322
1;Donnerstag;186
2;Donnerstag;89
3;Donnerstag;56
4;Donnerstag;64
5;Donnerstag;133
6;Donnerstag;811
7;Donnerstag;2663
8;Donnerstag;4631
9;Donnerstag;2365
10;Donnerstag;1252
11;Donnerstag;1205
12;Donnerstag;1723
13;Donnerstag;1784
14;Donnerstag;1734
15;Donnerstag;1897
16;Donnerstag;2549
17;Donnerstag;4573
18;Donnerstag;4690
19;Donnerstag;2776
20;Donnerstag;1672
21;Donnerstag;1156
22;Donnerstag;939
12;Samstag;2709
13;Samstag;2382
14;Samstag;2528
15;Samstag;2663
16;Samstag;1728
17;Samstag;583
18;Samstag;503
19;Samstag;669
20;Samstag;408
21;Samstag;354
22;Samstag;355
23;Samstag;383
0;Sonntag;416
1;Sonntag;402
2;Sonntag;269
3;Sonntag;231
4;Sonntag;101
5;Sonntag;120
6;Sonntag;109
7;Sonntag;240
8;Sonntag;466
9;Sonntag;824
10;Sonntag;1416
11;Sonntag;1812
12;Sonntag;2243
13;Sonntag;2425
14;Sonntag;2368
15;Sonntag;2370
16;Sonntag;2346
17;Sonntag;2184
18;Sonntag;2065
19;Sonntag;1675
20;Sonntag;1191
21;Sonntag;1127
22;Sonntag;664
23;Sonntag;448
0;Montag;214
1;Montag;115
2;Montag;61
3;Montag;37
4;Montag;52
5;Montag;110
6;Montag;456
7;Montag;1114
8;Montag;2626
9;Montag;1487
10;Montag;874
11;Montag;765
12;Montag;1121
13;Montag;1291
14;Montag;1247
15;Montag;1397
16;Montag;2025
17;Montag;4014
18;Montag;3725
19;Montag;2179
20;Montag;1200
21;Montag;799
22;Montag;603
23;Montag;361
0;Dienstag;190
1;Dienstag;170
2;Dienstag;90
3;Dienstag;51
4;Dienstag;58
5;Dienstag;154
6;Dienstag;823
7;Dienstag;2670
8;Dienstag;4787
9;Dienstag;2333
10;Dienstag;1076
11;Dienstag;1126
12;Dienstag;1488
13;Dienstag;1528
14;Dienstag;1510
15;Dienstag;1732
16;Dienstag;2264
17;Dienstag;4494
18;Dienstag;4626
19;Dienstag;2661
20;Dienstag;1489
21;Dienstag;1085
22;Dienstag;770
23;Dienstag;454
0;Mittwoch;260
1;Mittwoch;178
2;Mittwoch;116
3;Mittwoch;57
4;Mittwoch;59
5;Mittwoch;157
6;Mittwoch;813
7;Mittwoch;2715
8;Mittwoch;4799
9;Mittwoch;2433
10;Mittwoch;1226
11;Mittwoch;1183
12;Mittwoch;1457
13;Mittwoch;1558
14;Mittwoch;1599
15;Mittwoch;1721
16;Mittwoch;2497
17;Mittwoch;4657
18;Mittwoch;4843
19;Mittwoch;2970
20;Mittwoch;1718
21;Mittwoch;1231
22;Mittwoch;962
23;Mittwoch;607
0;Donnerstag;318
1;Donnerstag;202
2;Donnerstag;95
3;Donnerstag;67
4;Donnerstag;63
5;Donnerstag;171
6;Donnerstag;810
7;Donnerstag;2759
8;Donnerstag;5027
9;Donnerstag;2665
10;Donnerstag;1302
11;Donnerstag;1227
12;Donnerstag;1755
13;Donnerstag;1705
14;Donnerstag;1728
15;Donnerstag;1870
16;Donnerstag;2453
17;Donnerstag;4540
18;Donnerstag;4608
19;Donnerstag;2773
20;Donnerstag;1599
21;Donnerstag;1181
22;Donnerstag;922
23;Donnerstag;715
0;Freitag;358
1;Freitag;223
2;Freitag;132
3;Freitag;106
4;Freitag;88
5;Freitag;151
6;Freitag;750
7;Freitag;2317
8;Freitag;4596
9;Freitag;2316
10;Freitag;1296
11;Freitag;1254
12;Freitag;1684
13;Freitag;1760
14;Freitag;1591
15;Freitag;1705
16;Freitag;2147
17;Freitag;4042
18;Freitag;3437
19;Freitag;2277
20;Freitag;1231
21;Freitag;1014
22;Freitag;918
23;Freitag;758
0;Samstag;594
1;Samstag;491
2;Samstag;352
3;Samstag;268
4;Samstag;183
5;Samstag;130
6;Samstag;170
7;Samstag;367
8;Samstag;573
9;Samstag;840
10;Samstag;1355
11;Samstag;1578
12;Samstag;1627
13;Samstag;766
14;Samstag;1004
15;Samstag;881
16;Samstag;979
17;Samstag;946
18;Samstag;761
19;Samstag;705
20;Samstag;694
21;Samstag;563
22;Samstag;572
23;Samstag;681
0;Sonntag;576
1;Sonntag;445
2;Sonntag;279
3;Sonntag;262
4;Sonntag;125
5;Sonntag;118
6;Sonntag;130
7;Sonntag;232
8;Sonntag;536
9;Sonntag;1042
10;Sonntag;1874
11;Sonntag;2512
12;Sonntag;3235
13;Sonntag;3819
14;Sonntag;3822
15;Sonntag;4055
16;Sonntag;3888
17;Sonntag;3709
18;Sonntag;3397
19;Sonntag;2073
20;Sonntag;1226
21;Sonntag;868
22;Sonntag;765
23;Sonntag;415
0;Montag;277
1;Montag;171
2;Montag;112
3;Montag;52
4;Montag;73
5;Montag;152
6;Montag;805
7;Montag;2699
8;Montag;4924
9;Montag;2448
10;Montag;1179
11;Montag;1194
12;Montag;1700
13;Montag;1623
14;Montag;1636
15;Montag;1784
16;Montag;2493
17;Montag;4861
18;Montag;4680
19;Montag;2717
20;Montag;1499
21;Montag;964
22;Montag;762
23;Montag;456
0;Dienstag;261
1;Dienstag;142
2;Dienstag;91
3;Dienstag;67
4;Dienstag;60
5;Dienstag;178
6;Dienstag;948
7;Dienstag;3018
8;Dienstag;5342
9;Dienstag;2572
10;Dienstag;1311
11;Dienstag;1351
12;Dienstag;1757
13;Dienstag;1782
14;Dienstag;1820
15;Dienstag;1873
16;Dienstag;2722
17;Dienstag;5189
18;Dienstag;5297
19;Dienstag;3026
20;Dienstag;1782
21;Dienstag;1294
22;Dienstag;1060
23;Dienstag;630
0;Mittwoch;345
1;Mittwoch;161
2;Mittwoch;104
3;Mittwoch;47
4;Mittwoch;90
5;Mittwoch;184
6;Mittwoch;924
7;Mittwoch;3087
8;Mittwoch;5422
9;Mittwoch;2708
10;Mittwoch;1387
11;Mittwoch;1435
12;Mittwoch;1819
13;Mittwoch;1983
14;Mittwoch;1796
15;Mittwoch;1959
16;Mittwoch;2717
17;Mittwoch;5120
18;Mittwoch;5345
19;Mittwoch;2999
20;Mittwoch;1830
21;Mittwoch;1306
22;Mittwoch;1035
23;Mittwoch;675
0;Donnerstag;373
1;Donnerstag;208
2;Donnerstag;105
3;Donnerstag;81
4;Donnerstag;96
5;Donnerstag;176
6;Donnerstag;913
7;Donnerstag;2929
8;Donnerstag;5295
9;Donnerstag;2671
10;Donnerstag;1465
11;Donnerstag;1405
12;Donnerstag;1780
13;Donnerstag;1908
14;Donnerstag;1689
15;Donnerstag;1947
16;Donnerstag;2542
17;Donnerstag;4680
18;Donnerstag;4628
19;Donnerstag;2626
20;Donnerstag;1586
21;Donnerstag;1238
22;Donnerstag;1039
23;Donnerstag;755
0;Freitag;429
1;Freitag;265
2;Freitag;147
3;Freitag;111
4;Freitag;79
5;Freitag;71
6;Freitag;242
7;Freitag;709
8;Freitag;1381
9;Freitag;1007
10;Freitag;565
11;Freitag;437
12;Freitag;735
13;Freitag;945
14;Freitag;724
15;Freitag;1142
16;Freitag;1942
17;Freitag;3467
18;Freitag;2700
19;Freitag;1738
20;Freitag;1025
21;Freitag;754
22;Freitag;758
23;Freitag;594
0;Samstag;472
1;Samstag;384
2;Samstag;248
3;Samstag;142
4;Samstag;140
5;Samstag;98
6;Samstag;172
7;Samstag;314
8;Samstag;597
9;Samstag;968
10;Samstag;1444
11;Samstag;1701
12;Samstag;2056
13;Samstag;2289
14;Samstag;2456
15;Samstag;2556
16;Samstag;2422
17;Samstag;2264
18;Samstag;1906
19;Samstag;1404
20;Samstag;1028
21;Samstag;752
22;Samstag;722
23;Samstag;647
0;Sonntag;595
1;Sonntag;489
2;Sonntag;364
3;Sonntag;266
4;Sonntag;172
5;Sonntag;127
6;Sonntag;123
7;Sonntag;250
8;Sonntag;430
9;Sonntag;925
10;Sonntag;1507
11;Sonntag;2028
12;Sonntag;2415
13;Sonntag;2549
14;Sonntag;2826
15;Sonntag;2776
16;Sonntag;2738
17;Sonntag;2637
18;Sonntag;2157
19;Sonntag;1421
20;Sonntag;960
21;Sonntag;697
22;Sonntag;578
23;Sonntag;433
0;Montag;275
1;Montag;169
2;Montag;114
3;Montag;98
4;Montag;72
5;Montag;159
6;Montag;766
7;Montag;2572
8;Montag;4708
9;Montag;2225
10;Montag;1130
11;Montag;1126
12;Montag;1448
13;Montag;1443
14;Montag;1454
15;Montag;1636
16;Montag;2150
17;Montag;3493
18;Montag;3207
19;Montag;1722
20;Montag;1206
21;Montag;872
22;Montag;633
23;Montag;431
0;Dienstag;224
1;Dienstag;135
2;Dienstag;120
3;Dienstag;78
4;Dienstag;74
5;Dienstag;161
6;Dienstag;888
7;Dienstag;2740
8;Dienstag;4934
9;Dienstag;2494
10;Dienstag;1156
11;Dienstag;1063
12;Dienstag;1424
13;Dienstag;1410
14;Dienstag;1386
15;Dienstag;1595
16;Dienstag;2343
17;Dienstag;4507
18;Dienstag;4423
19;Dienstag;2400
20;Dienstag;1405
21;Dienstag;1017
22;Dienstag;799
23;Dienstag;516
0;Mittwoch;241
1;Mittwoch;179
2;Mittwoch;91
3;Mittwoch;76
4;Mittwoch;68
5;Mittwoch;168
6;Mittwoch;856
7;Mittwoch;2822
8;Mittwoch;5188
9;Mittwoch;2518
10;Mittwoch;1336
11;Mittwoch;1304
12;Mittwoch;1678
13;Mittwoch;1770
14;Mittwoch;1653
15;Mittwoch;1819
16;Mittwoch;2492
17;Mittwoch;4720
18;Mittwoch;4615
19;Mittwoch;2580
20;Mittwoch;1473
21;Mittwoch;1109
22;Mittwoch;928
23;Mittwoch;583
0;Donnerstag;325
1;Donnerstag;172
2;Donnerstag;151
3;Donnerstag;89
4;Donnerstag;80
5;Donnerstag;166
6;Donnerstag;837
7;Donnerstag;2718
8;Donnerstag;4992
9;Donnerstag;2511
10;Donnerstag;1339
11;Donnerstag;1333
12;Donnerstag;1680
13;Donnerstag;1637
14;Donnerstag;1220
15;Donnerstag;1563
16;Donnerstag;2332
17;Donnerstag;4293
18;Donnerstag;4195
19;Donnerstag;2438
20;Donnerstag;1430
21;Donnerstag;1075
22;Donnerstag;860
23;Donnerstag;607
0;Freitag;340
1;Freitag;200
2;Freitag;134
3;Freitag;97
4;Freitag;74
5;Freitag;148
6;Freitag;695
7;Freitag;2325
8;Freitag;4533
9;Freitag;2476
10;Freitag;1431
11;Freitag;1548
12;Freitag;1845
13;Freitag;1950
14;Freitag;1962
15;Freitag;2069
16;Freitag;2756
17;Freitag;4474
18;Freitag;3637
19;Freitag;2064
20;Freitag;1235
21;Freitag;964
22;Freitag;851
23;Freitag;720
0;Samstag;566
1;Samstag;434
2;Samstag;342
3;Samstag;226
4;Samstag;152
5;Samstag;120
6;Samstag;174
7;Samstag;354
8;Samstag;718
9;Samstag;1275
10;Samstag;1737
11;Samstag;2397
12;Samstag;2994
13;Samstag;3379
14;Samstag;3394
15;Samstag;3434
16;Samstag;3216
17;Samstag;3139
18;Samstag;2329
19;Samstag;1656
20;Samstag;1179
21;Samstag;822
22;Samstag;902
23;Samstag;847
0;Sonntag;726
1;Sonntag;563
2;Sonntag;451
3;Sonntag;302
4;Sonntag;150
5;Sonntag;119
6;Sonntag;98
7;Sonntag;201
8;Sonntag;397
9;Sonntag;857
10;Sonntag;1401
11;Sonntag;1952
12;Sonntag;2389
13;Sonntag;2716
14;Sonntag;2864
15;Sonntag;2901
16;Sonntag;2751
17;Sonntag;2675
18;Sonntag;2295
19;Sonntag;1407
20;Sonntag;958
21;Sonntag;595
22;Sonntag;515
23;Sonntag;380
0;Montag;214
1;Montag;106
2;Montag;70
3;Montag;50
4;Montag;47
5;Montag;157
6;Montag;785
7;Montag;2421
8;Montag;4525
9;Montag;2342
10;Montag;1134
11;Montag;1146
12;Montag;1384
13;Montag;1267
14;Montag;1305
15;Montag;1556
16;Montag;2125
17;Montag;4338
18;Montag;4346
19;Montag;2254
20;Montag;1294
21;Montag;873
22;Montag;657
23;Montag;378
0;Dienstag;161
1;Dienstag;121
2;Dienstag;52
3;Dienstag;53
4;Dienstag;53
5;Dienstag;146
6;Dienstag;883
7;Dienstag;2710
8;Dienstag;5023
9;Dienstag;2479
10;Dienstag;1233
11;Dienstag;1150
12;Dienstag;1447
13;Dienstag;1399
14;Dienstag;1374
15;Dienstag;1531
16;Dienstag;2014
17;Dienstag;4195
18;Dienstag;3961
19;Dienstag;2301
20;Dienstag;1316
21;Dienstag;1004
22;Dienstag;710
23;Dienstag;435
0;Mittwoch;236
1;Mittwoch;149
2;Mittwoch;73
3;Mittwoch;54
4;Mittwoch;54
5;Mittwoch;147
6;Mittwoch;858
7;Mittwoch;2802
8;Mittwoch;4967
9;Mittwoch;2607
10;Mittwoch;1269
11;Mittwoch;1266
12;Mittwoch;1700
13;Mittwoch;1706
14;Mittwoch;1545
15;Mittwoch;1758
16;Mittwoch;2397
17;Mittwoch;4406
18;Mittwoch;4337
19;Mittwoch;2393
20;Mittwoch;1381
21;Mittwoch;1080
22;Mittwoch;828
23;Mittwoch;516
0;Donnerstag;274
1;Donnerstag;144
2;Donnerstag;106
3;Donnerstag;79
4;Donnerstag;60
5;Donnerstag;162
6;Donnerstag;722
7;Donnerstag;2389
8;Donnerstag;4775
9;Donnerstag;2229
10;Donnerstag;746
11;Donnerstag;806
12;Donnerstag;1353
13;Donnerstag;1442
14;Donnerstag;1435
15;Donnerstag;1629
16;Donnerstag;2174
17;Donnerstag;4152
18;Donnerstag;3952
19;Donnerstag;2167
20;Donnerstag;1333
21;Donnerstag;1037
22;Donnerstag;773
23;Donnerstag;572
0;Freitag;286
1;Freitag;201
2;Freitag;113
3;Freitag;77
4;Freitag;89
5;Freitag;158
6;Freitag;681
7;Freitag;2359
8;Freitag;4551
9;Freitag;2510
10;Freitag;1409
11;Freitag;1435
12;Freitag;1335
13;Freitag;1715
14;Freitag;1632
15;Freitag;1725
16;Freitag;2472
17;Freitag;4091
18;Freitag;3393
19;Freitag;1545
20;Freitag;662
21;Freitag;503
22;Freitag;408
23;Freitag;403
0;Samstag;568
1;Samstag;449
2;Samstag;360
3;Samstag;220
4;Samstag;193
5;Samstag;120
6;Samstag;153
7;Samstag;321
8;Samstag;681
9;Samstag;679
10;Samstag;590
11;Samstag;671
12;Samstag;768
13;Samstag;1246
14;Samstag;1566
15;Samstag;1969
16;Samstag;1900
17;Samstag;1321
18;Samstag;1311
19;Samstag;627
20;Samstag;480
21;Samstag;460
22;Samstag;465
23;Samstag;475
0;Sonntag;491
1;Sonntag;415
2;Sonntag;291
3;Sonntag;198
4;Sonntag;105
5;Sonntag;85
6;Sonntag;122
7;Sonntag;208
8;Sonntag;405
9;Sonntag;833
10;Sonntag;1377
11;Sonntag;1954
12;Sonntag;2293
13;Sonntag;2696
14;Sonntag;2534
15;Sonntag;2560
16;Sonntag;2614
17;Sonntag;2362
18;Sonntag;2103
19;Sonntag;1153
20;Sonntag;724
21;Sonntag;628
22;Sonntag;547
23;Sonntag;324
0;Montag;191
1;Montag;106
2;Montag;78
3;Montag;32
4;Montag;51
5;Montag;127
6;Montag;633
7;Montag;2442
8;Montag;4652
9;Montag;2272
10;Montag;1121
11;Montag;1194
12;Montag;1418
13;Montag;1532
14;Montag;1520
15;Montag;1650
16;Montag;2420
17;Montag;4638
18;Montag;4278
19;Montag;2195
20;Montag;1266
21;Montag;878
22;Montag;553
23;Montag;335
0;Dienstag;160
1;Dienstag;104
2;Dienstag;86
3;Dienstag;61
4;Dienstag;78
5;Dienstag;137
6;Dienstag;793
7;Dienstag;2734
8;Dienstag;5117
9;Dienstag;2549
10;Dienstag;1239
11;Dienstag;1181
12;Dienstag;1520
13;Dienstag;1641
14;Dienstag;1481
15;Dienstag;1637
16;Dienstag;2265
17;Dienstag;4348
18;Dienstag;4230
19;Dienstag;2194
20;Dienstag;1327
21;Dienstag;887
22;Dienstag;614
23;Dienstag;424
0;Mittwoch;196
1;Mittwoch;105
2;Mittwoch;67
3;Mittwoch;45
4;Mittwoch;62
5;Mittwoch;162
6;Mittwoch;803
7;Mittwoch;2710
8;Mittwoch;5322
9;Mittwoch;2481
10;Mittwoch;1235
11;Mittwoch;1124
12;Mittwoch;1524
13;Mittwoch;1518
14;Mittwoch;1425
15;Mittwoch;1569
16;Mittwoch;2185
17;Mittwoch;4279
18;Mittwoch;3826
19;Mittwoch;2015
20;Mittwoch;1316
21;Mittwoch;901
22;Mittwoch;705
23;Mittwoch;418
0;Donnerstag;245
1;Donnerstag;173
2;Donnerstag;87
3;Donnerstag;59
4;Donnerstag;57
5;Donnerstag;129
6;Donnerstag;709
7;Donnerstag;2611
8;Donnerstag;5033
9;Donnerstag;2496
10;Donnerstag;1206
11;Donnerstag;1103
12;Donnerstag;1448
13;Donnerstag;1536
14;Donnerstag;1384
15;Donnerstag;1552
16;Donnerstag;2235
17;Donnerstag;3999
18;Donnerstag;3663
19;Donnerstag;1892
20;Donnerstag;1236
21;Donnerstag;877
22;Donnerstag;764
23;Donnerstag;511
0;Freitag;344
1;Freitag;170
2;Freitag;139
3;Freitag;98
4;Freitag;72
5;Freitag;128
6;Freitag;640
7;Freitag;2175
8;Freitag;4543
9;Freitag;2203
10;Freitag;1093
11;Freitag;1171
12;Freitag;1330
13;Freitag;1510
14;Freitag;1403
15;Freitag;1613
16;Freitag;2316
17;Freitag;3824
18;Freitag;3134
19;Freitag;1785
20;Freitag;1048
21;Freitag;830
22;Freitag;742
23;Freitag;739
0;Samstag;644
1;Samstag;473
2;Samstag;291
3;Samstag;244
4;Samstag;155
5;Samstag;88
6;Samstag;159
7;Samstag;317
8;Samstag;603
9;Samstag;1093
10;Samstag;1467
11;Samstag;1539
12;Samstag;1980
13;Samstag;2066
14;Samstag;2172
15;Samstag;2384
16;Samstag;2515
17;Samstag;2348
18;Samstag;1886
19;Samstag;1309
20;Samstag;984
21;Samstag;684
22;Samstag;730
23;Samstag;753
0;Sonntag;615
1;Sonntag;461
2;Sonntag;402
3;Sonntag;264
4;Sonntag;142
5;Sonntag;98
6;Sonntag;119
7;Sonntag;258
8;Sonntag;467
9;Sonntag;918
10;Sonntag;1653
11;Sonntag;2310
12;Sonntag;2688
13;Sonntag;2718
14;Sonntag;2875
15;Sonntag;2338
16;Sonntag;1239
17;Sonntag;1573
18;Sonntag;1210
19;Sonntag;764
20;Sonntag;683
21;Sonntag;510
